514827.736335876 14     21232904.557       501909 1541  0  48
514827.736335876 31     21852575.900       421182 1264  0  48
514827.736335876 22     22475468.841       498047  502  0  43
514829.000451223 14     21239549.097       536828  359  0  48
514829.000451223 31     21858199.219       450735  490  0  48
514829.000451223 22     22482155.427       533179  211  0  45
514830.000488368 14     21244805.379       564449 1530  0  48
514830.000488368 31     21862647.677       474112  858  0  48
514830.000488368 22     22487444.343       560969 1092  0  45
514831.000505964 14     21250061.066       592069  658  0  47
514831.000505964 31     21867096.076       497487  838  0  49
514831.000505964 22     22492732.803       588757 1175  0  46
514832.000523559 14     21255316.892       619687  756  0  47
514832.000523559 31     21871544.058       520861  687  0  49
514832.000523559 22     22498020.571       616544  467  0  47
514833.000539199 14     21260571.925       647304  528  0  47
514833.000539199 31     21875991.992       544234  531  0  49
514833.000539199 22     22503308.378       644329 1202  0  48
514834.000556794 14     21265827.279       674920  410  0  47
514834.000556794 31     21880439.956       567606  430  0  49
514834.000556794 22     22508595.596       672113 1489  0  47
514835.000572435 14     21271081.971       702534 1889  0  47
514835.000572435 31     21884887.421       590977   92  0  50
514835.000572435 22     22513881.567       699896 1187  0  47
514836.000590030 14     21276336.877       730148 1813  0  47
514836.000590030 31     21889335.212       614347  692  0  50
514836.000590030 22     22519167.280       727678  927  0  47
514837.000605670 14     21281591.941       757761 1642  0  47
514837.000605670 31     21893782.983       637716 1581  0  50
514837.000605670 22     22524452.869       755459  616  0  47
514838.000621311 14     21286846.758       785373 1636  0  47
514838.000621311 31     21898230.380       661085  751  0  50
514838.000621311 22     22529738.095       783238 2024  0  47
514839.000638906 14     21292100.946       812985  241  0  47
514839.000638906 31     21902676.891       684453  913  0  50
514839.000638906 22     22535023.180       811017 1918  0  47
514840.000654546 14     21297354.704       840595 1401  0  47
514840.000654546 31     21907122.636       707820 1808  0  50
514840.000654546 22     22540308.799       838795 1909  0  47
514841.000670186 14     21302608.022       868205  901  0  47
514841.000670186 31     21911568.769       731187 1485  0  50
514841.000670186 22     22545594.825       866573  122  0  47
514842.000687782 14     21307860.718       895814 1142  0  47
514842.000687782 31     21916014.874       754554   89  0  50
514842.000687782 22     22550880.676       894349  544  0  47
514843.000703422 14     21313113.397       923422 1706  0  47
514843.000703422 31     21920460.763       777919 1238  0  50
514843.000703422 22     22556166.395       922124  822  0  47
514844.000721017 14     21318366.809       951031  423  0  47
514844.000721017 31     21924907.208       801285  927  0  50
514844.000721017 22     22561452.447       949899 1604  0  48
514845.000736658 14     21323619.574       978639  380  0  47
514845.000736658 31     21929353.339       824651  326  0  50
514845.000736658 22     22566738.139       977674 1598  0  47
514846.000752298 14     21328871.350      1006247  466  0  46
514846.000752298 31     21933799.530       848016 1640  0  50
514846.000752298 22     22572023.388      1005449  672  0  47
514847.000769893 14     21334124.730      1033854 1387  0  47
514847.000769893 31     21938246.202       871382  694  0  50
514847.000769893 22     22577308.285      1033223 1082  0  47
514848.000785533 14     21339379.210      1061461 1829  0  46
514848.000785533 31     21942694.415       894747 1446  0  50
514848.000785533 22     22582593.501      1060997  308  0  47
514849.000801174 14     21344633.355      1089068 1746  0  46
514849.000801174 31     21947141.293       918112 1689  0  50
514849.000801174 22     22587879.367      1088770  877  0  48
514850.000818769 14     21349887.029      1116675 1210  0  46
514850.000818769 31     21951588.032       941477 1971  0  50
514850.000818769 22     22593164.448      1116543  690  0  48
514851.000834409 14     21355141.117      1144282  513  0  46
514851.000834409 31     21956034.558       964843  230  0  50
514851.000834409 22     22598449.567      1144316  150  0  48
514852.000852005 14     21360394.996      1171888 1926  0  46
514852.000852005 31     21960481.282       988208 1124  0  50
514852.000852005 22     22603734.743      1172088 1500  0  48
514853.000867645 14     21365648.350      1199495 1024  0  46
514853.000867645 31     21964927.655      1011573 1317  0  50
514853.000867645 22     22609020.244      1199860 1735  0  48
514854.000883285 14     21370899.979      1227102   40  0  46
514854.000883285 31     21969373.683      1034939  376  0  51
514854.000883285 22     22614306.409      1227633  128  0  48
514855.000900880 14     21376152.922      1254708 1385  0  46
514855.000900880 31     21973819.848      1058304 1408  0  51
514855.000900880 22     22619591.750      1255405  178  0  48
514856.000916521 14     21381406.092      1282315  822  0  46
514856.000916521 31     21978266.361      1081670 1832  0  51
514856.000916521 22     22624877.279      1283177  708  0  47
514857.000932161 14     21386660.899      1309922  158  0  46
514857.000932161 31     21982712.043      1105037  505  0  51
514857.000932161 22     22630161.992      1310949  920  0  48
514858.000949756 14     21391915.612      1337529  798  0  47
514858.000949756 31     21987157.208      1128403 1827  0  51
514858.000949756 22     22635446.530      1338721 1562  0  48
514859.000965397 14     21397168.921      1365136 1730  0  47
514859.000965397 31     21991603.321      1151771    6  0  51
514859.000965397 22     22640730.042      1366494  670  0  47
514860.000981037 14     21402422.200      1392744  284  0  47
514860.000981037 31     21996049.381      1175137 1722  0  51
514860.000981037 22     22646014.467      1394266  864  0  47
514861.000998632 14     21407676.750      1420352  973  0  48
514861.000998632 31     22000495.186      1198502 1964  0  51
514861.000998632 22     22651298.426      1422038  676  0  47
514862.001014272 14     21412931.048      1447962  240  0  47
514862.001014272 31     22004940.996      1221868  216  0  50
514862.001014272 22     22656583.203      1449811 1838  0  47
514863.001031868 14     21418185.512      1475572  520  0  47
514863.001031868 31     22009387.260      1245233  771  0  51
514863.001031868 22     22661867.961      1477585  755  0  46
514864.001047508 14     21423439.813      1503182 1359  0  48
514864.001047508 31     22013833.073      1268598 1100  0  51
514864.001047508 22     22667152.918      1505359  271  0  46
514865.001063148 14     21428694.069      1530793 1208  0  48
514865.001063148 31     22018279.339      1291964  409  0  51
514865.001063148 22     22672438.622      1533133  135  0  46
514866.001080744 14     21433948.410      1558403 1706  0  48
514866.001080744 31     22022725.621      1315329 1164  0  51
514866.001080744 22     22677723.989      1560906  717  0  46
514867.001096384 14     21439202.979      1586014 1852  0  48
514867.001096384 31     22027171.858      1338695 1702  0  51
514867.001096384 22     22683009.160      1588680  232  0  47
514868.001112024 14     21444457.226      1613625 1595  0  48
514868.001112024 31     22031618.626      1362062  512  0  50
514868.001112024 22     22688294.051      1616453 1086  0  48
514869.001129619 14     21449711.148      1641236 1700  0  48
514869.001129619 31     22036065.377      1385428 1194  0  50
514869.001129619 22     22693578.917      1644227  392  0  48
514870.001145260 14     21454965.151      1668848  630  0  48
514870.001145260 31     22040511.859      1408795  771  0  51
514870.001145260 22     22698863.759      1672001  208  0  48
