513699.217323277 14     20936997.543       624628  803  0  48
513699.217323277 22     22124132.538       629445  655  0  51
513699.217323277 31     22477592.565       520137 1487  0  47
513699.217323277 19     23089242.298       631262 2001  0  47
513699.217323277 11     22882811.200       528417 1579  0  45
513699.217323277 32     23386437.091       532859 1064  0  44
513699.217323277  3     24711648.791       644683 1903  0  40
513701.000637060 14     20946230.069       673145  545  0  48
513701.000637060 22     22133488.343       678610 1600  0  50
513701.000637060 31     22485369.153       560996  930  0  47
513701.000637060 19     23098671.688       680820 1581  0  47
513701.000637060 11     22890749.481       570130 1456  0  45
513701.000637060 32     23394477.749       575113  176  0  44
513701.000637060  3     24721400.112       695932  732  0  40
513702.000666386 14     20951406.989       700350 1879  0  48
513702.000666386 22     22138734.832       706179 1568  0  50
513702.000666386 31     22489729.265       583907 1009  0  47
513702.000666386 19     23103959.767       708610  384  0  47
513702.000666386 11     22895200.937       593521   37  0  45
513702.000666386 32     23398985.591       598806  184  0  44
513702.000666386  3     24726868.254       724669  292  0  40
513703.000683981 14     20956583.886       727555  652  0  49
513703.000683981 22     22143981.132       733747  771  0  50
513703.000683981 31     22494089.082       606817  734  0  47
513703.000683981 19     23109248.450       736398  555  0  47
513703.000683981 11     22899652.004       616910   59  0  45
513703.000683981 32     23403493.557       622497 1005  0  44
513703.000683981  3     24732338.932       753404  430  0  40
513704.000701576 14     20961760.715       754758 2016  0  48
513704.000701576 22     22149226.601       761314   20  0  50
513704.000701576 31     22498448.653       629726  626  0  47
513704.000701576 19     23114535.403       764185 1089  0  47
513704.000701576 11     22904103.001       640298  607  0  45
513704.000701576 32     23408002.163       646187 1522  0  44
513704.000701576  3     24737808.079       782138   15  0  40
513705.000717217 14     20966937.296       781961 1485  0  48
513705.000717217 22     22154472.347       788879  945  0  50
513705.000717217 31     22502807.902       652634  640  0  47
513705.000717217 19     23119822.775       791971 2025  0  47
513705.000717217 11     22908553.350       663685 1611  0  45
513705.000717217 32     23412511.415       669876 1802  0  44
513705.000717217  3     24743275.906       810870 1029  0  40
513706.000734812 14     20972113.050       809163 1038  0  48
513706.000734812 22     22159718.312       816443 1653  0  50
513706.000734812 31     22507166.759       675541  799  0  47
513706.000734812 19     23125110.676       819757  946  0  47
513706.000734812 11     22913003.285       687072  480  0  45
513706.000734812 32     23417019.775       693564 1456  0  44
513706.000734812  3     24748743.405       839601 1339  0  40
513707.000750452 14     20977289.416       836364  748  0  48
513707.000750452 22     22164963.548       844006 1958  0  50
513707.000750452 31     22511525.983       698447  788  0  47
513707.000750452 19     23130398.247       847541 1961  0  47
513707.000750452 11     22917453.190       710457 1575  0  45
513707.000750452 32     23421527.956       717251  460  0  45
513707.000750452  3     24754211.407       868331  638  0  40
513708.000766093 14     20982465.437       863564 1098  0  48
513708.000766093 22     22170208.969       871569  406  0  50
513708.000766093 31     22515884.202       721352 1253  0  47
513708.000766093 19     23135685.626       875325 1670  0  47
513708.000766093 11     22921903.417       733842 1520  0  46
513708.000766093 32     23426036.248       740936 1676  0  45
513708.000766093  3     24759676.999       897059 1960  0  40
513709.000783688 14     20987640.929       890764  387  0  48
513709.000783688 22     22175454.473       899130 1539  0  50
513709.000783688 31     22520242.614       744257  717  0  47
513709.000783688 19     23140973.406       903109  309  0  46
513709.000783688 11     22926353.745       757227  241  0  46
513709.000783688 32     23430543.297       764621 1072  0  45
513709.000783688  3     24765143.126       925787 1340  0  40
513710.000799328 14     20992816.838       917963   38  0  48
513710.000799328 22     22180699.560       926691  481  0  50
513710.000799328 31     22524600.707       767161  335  0  47
