514179.008437647 14     23416214.859     13653007  933  0  49
514179.008437647 22     24632123.112     13809025  236  0  50
514179.008437647 31     24564114.874     11484877 1678  0  48
514179.008437647 19     25621638.023     13939102  220  0  46
514179.008437647 11     25014486.448     11730449  900  0  48
514179.008437647 32     25538072.711     11839779 1820  0  47
514179.008437647 18     27081455.240     14148446  597  0  38
514181.008468927 14     23426552.620     13707333 1807  0  49
514181.008468927 22     24642564.023     13863889 1728  0  50
514181.008468927 31     24572816.248     11530602  707  0  48
514181.008468927 19     25632196.754     13994588 2029  0  46
514181.008468927 11     25023382.415     11777192   97  0  48
514181.008468927 32     25547018.618     11886783  876  0  47
514181.008468927 18     27092159.982     14204707  485  0  39
514182.008486523 14     23431721.936     13734496 1932  0  49
514182.008486523 22     24647783.989     13891321 1440  0  50
514182.008486523 31     24577166.769     11553464  992  0  48
514182.008486523 19     25637476.029     14022332  293  0  46
514182.008486523 11     25027829.961     11800563  624  0  48
514182.008486523 32     25551491.160     11910284 1106  0  47
514182.008486523 18     27097513.582     14232837  429  0  39
514183.008502163 14     23436891.471     13761660   52  0  49
514183.008502163 22     24653003.584     13918753 1009  0  50
514183.008502163 31     24581517.648     11576326 1284  0  48
514183.008502163 19     25642755.189     14050075  908  0  46
514183.008502163 11     25032277.112     11823934 1531  0  48
514183.008502163 32     25555963.790     11933785  732  0  47
514183.008502163 18     27102866.102     14260966 1579  0  39
514184.008517803 14     23442060.796     13788823  266  0  49
514184.008517803 22     24658223.720     13946185  229  0  50
514184.008517803 31     24585868.183     11599188 1726  0  48
514184.008517803 19     25648034.837     14077818 1388  0  46
514184.008517803 11     25036724.239     11847306  125  0  48
514184.008517803 32     25560436.237     11957285 1984  0  47
514184.008517803 18     27108218.514     14289096  298  1  38
514185.008535398 14     23447229.710     13815985 1959  0  49
514185.008535398 22     24663443.740     13973616  260  0  50
514185.008535398 31     24590218.885     11622050 1654  0  48
514185.008535398 19     25653313.502     14105561 1292  0  45
514185.008535398 11     25041171.308     11870677  914  0  48
514185.008535398 32     25564908.066     11980785 1984  0  47
514185.008535398 18     27113573.118     14317225    8  0  38
514186.008551039 14     23452398.847     13843148  930  0  49
514186.008551039 22     24668663.392     14001046 1455  0  50
514186.008551039 31     24594568.918     11644912  543  0  48
514186.008551039 19     25658591.873     14133304  352  0  45
514186.008551039 11     25045619.095     11894048  960  0  48
514186.008551039 32     25569380.024     12004285 1046  0  47
514186.008551039 18     27118925.105     14345353  549  0  39
514187.008566679 14     23457567.797     13870310 1467  0  49
514187.008566679 22     24673883.540     14028476 1837  0  50
514187.008566679 31     24598918.599     11667773 1546  0  48
514187.008566679 19     25663870.501     14161046 1133  0  45
514187.008566679 11     25050067.479     11917419  505  0  48
514187.008566679 32     25573851.827     12027784  504  0  47
514187.008566679 18     27124277.584     14373481  221  0  39
514188.008582319 14     23462736.682     13897472 1303  0  49
514188.008582319 22     24679103.109     14055906 1372  0  50
514188.008582319 31     24603268.949     11690634 2042  0  48
514188.008582319 19     25669149.618     14188788 1030  0  45
514188.008582319 11     25054515.186     11940789 1731  0  48
514188.008582319 32     25578323.391     12051282  966  0  47
514188.008582319 18     27129631.034     14401608  852  0  39
514189.008599915 14     23467904.810     13924634  702  0  49
514189.008599915 22     24684321.399     14083336  221  0  50
514189.008599915 31     24607619.263     11713496  108  0  48
514189.008599915 19     25674428.278     14216530  625  0  45
514189.008599915 11     25058960.941     11964160  706  0  48
514189.008599915 32     25582795.080     12074780  468  0  47
514189.008599915 18     27134984.447     14429735  315  0  39
514190.008615555 14     23473072.565     13951795 1210  0  49
514190.008615555 22     24689539.608     14110764 1541  0  50
514190.008615555 31     24611969.296     11736356 1558  0  48
514190.008615555 19     25679707.199     14244271 1224  0  45
514190.008615555 11     25063407.457     11987530  668  0  48
514190.008615555 32     25587266.464     12098277  278  0  48
514190.008615555 18     27140334.991     14457861  202  1  39
514191.008631195 14     23478239.174     13978956  931  0  49
514191.008631195 22     24694758.708     14138192 1665  0  49
514191.008631195 31     24616319.517     11759216 1941  0  48
514191.008631195 19     25684988.551     14272012 1033  0  46
514191.008631195 11     25067854.725     12010900  252  0  49
514191.008631195 32     25591737.100     12121773 1005  0  48
514191.008631195 20     27924497.784      9868801  234  1  31
514192.008648790 14     23483406.815     14006116 1491  0  48
514192.008648790 22     24699978.559     14165620  628  0  49
514192.008648790 31     24620669.722     11782076 1387  0  48
514192.008648790 19     25690268.552     14299752 1453  0  46
514192.008648790 11     25072302.043     12034269  888  0  49
514192.008648790 32     25596207.553     12145268 1816  0  48
514192.008648790 18     27151037.552     14514110  412  1  37
514193.008664431 14     23488574.986     14033276 1592  0  48
514193.008664431 22     24705198.282     14193047  256  0  49
514193.008664431 31     24625019.336     11804935 1913  0  48
514193.008664431 19     25695547.623     14327492 1090  0  46
514193.008664431 11     25076750.092     12057638  925  0  49
514193.008664431 32     25600677.364     12168763 1119  0  48
514194.008680071 14     23493742.727     14060436  148  0  48
514194.008680071 22     24710418.342     14220473  181  0  49
514194.008680071 31     24629368.794     11827794 1522  0  48
514194.008680071 19     25700826.894     14355231 1850  0  47
514194.008680071 11     25081197.910     12081007    4  0  50
514194.008680071 32     25605147.250     12192257  951  0  48
514194.008680071 18     27161730.337     14570362  158  1  36
514195.008697666 14     23498910.455     14087594 1884  0  48
514195.008697666 22     24715638.230     14247898 1061  0  49
514195.008697666 31     24633718.803     11850653  143  0  48
514195.008697666 19     25706105.777     14382970 1522  0  47
514195.008697666 11     25085645.355     12104375  211  0  50
514195.008697666 32     25609617.420     12215750 1273  0  48
514195.008697666 18     27167084.641     14598484  968  0  36
514196.008713307 14     23504078.204     14114753  268  0  48
514196.008713307 22     24720857.010     14275323   41  0  49
514196.008713307 31     24638068.382     11873510 1310  0  48
514196.008713307 19     25711384.304     14410708 1718  0  47
514196.008713307 11     25090092.586     12127742 1690  0  50
514196.008713307 32     25614088.146     12239242 1935  0  48
514197.008728947 14     23509246.187     14141910 1405  0  48
514197.008728947 22     24726074.768     14302746 1346  0  49
514197.008728947 31     24642418.199     11896367 1180  0  48
514197.008728947 19     25716662.846     14438446  530  0  47
514197.008728947 11     25094538.323     12151109 1732  0  49
