513699.217323277 14    5.184000e+005    5.184000e+005   -1.446977e-004    5.456968e-012    0.000000e+000    7.800000e+000            4.379246e-003            5.153586e+003            3.890162e-009           -2.288424e+000           -2.107707e+000           -3.046949e+000            9.890166e-001   -7.820683e-009    2.250094e-010    7.109717e-006    6.385148e-006   -1.862645e-008    8.195639e-008    1.211563e+002    2.578750e+002  76
513699.217323277 22    5.184000e+005    5.184000e+005    2.040206e-004   -7.958079e-013    0.000000e+000    8.500000e+000            4.847348e-003            5.153665e+003            4.921276e-009           -1.438900e+000           -1.838228e+000            2.190179e+000            9.409842e-001   -8.106409e-009   -4.750198e-010    1.056306e-005    1.912937e-006    1.043081e-007    1.303852e-008    3.615625e+001    1.644688e+002  88
513699.217323277 31    5.184000e+005    5.184000e+005   -5.385093e-005   -1.250555e-012    0.000000e+000    8.000000e+000            7.212434e-003            5.153660e+003            4.519117e-009            1.779589e+000           -1.173395e+000           -2.038608e+000            9.715330e-001   -8.370706e-009   -1.489348e-010    7.860363e-007   -1.417473e-006   -9.313226e-009    1.005828e-007   -2.534375e+001    3.642500e+002  28
513699.217323277 19    5.184000e+005    5.184000e+005    3.118860e-005   -7.958079e-013    0.000000e+000    7.800000e+000            5.309684e-003            5.153572e+003            4.505188e-009           -2.284778e+000           -3.816730e-001            1.308380e-001            9.578689e-001   -7.871757e-009    5.753811e-010    1.007691e-005    4.246831e-007    5.587935e-009   -5.029142e-008    5.812500e+000    1.871563e+002  71
513699.217323277 11    5.184000e+005    5.184000e+005    5.463138e-006   -1.250555e-012    0.000000e+000    8.000000e+000            9.218139e-003            5.153665e+003            6.643848e-009            1.730556e+000            6.891374e-001            8.971571e-001            8.897881e-001   -9.141452e-009    1.692928e-010    5.306676e-006    1.102686e-006    8.754432e-008   -2.142042e-007    2.190625e+001    2.387188e+002  94
513699.217323277 32    5.184000e+005    5.184000e+005    2.891016e-004   -3.865352e-012    0.000000e+000    7.800000e+000            1.343874e-002            5.153624e+003            4.301965e-009            2.646868e+000           -1.190066e+000            2.238355e+000            9.649577e-001   -7.646747e-009   -5.025210e-010    1.064688e-005    1.808628e-006    6.519258e-008    1.881272e-007    3.700000e+001    1.725938e+002  66
513699.217323277  3    5.184000e+005    5.184000e+005    3.620097e-004    5.115908e-012    0.000000e+000    8.000000e+000            1.169242e-002            5.153741e+003            5.034853e-009           -2.968742e+000            8.922890e-001           -5.329664e-002            9.266524e-001   -7.971403e-009    5.353795e-010    1.052953e-005   -9.741634e-007   -1.285225e-007    1.005828e-007   -1.831250e+001    1.580000e+002  79
513699.217323277 18    5.184000e+005    5.184000e+005   -7.718103e-005    3.524292e-012    0.000000e+000    7.800000e+000            9.977081e-003            5.153763e+003            4.929848e-009           -3.493328e-001           -2.437844e+000            2.184314e+000            9.433196e-001   -8.276416e-009   -4.825201e-010    9.980053e-006    2.056360e-006    1.154840e-007   -5.587935e-009    3.878125e+001    1.796250e+002  69
513699.217323277  6    5.184000e+005    5.184000e+005    1.900876e-005    1.955414e-011    0.000000e+000    7.800000e+000            5.788112e-003            5.153708e+003            5.000923e-009           -4.614624e-001           -1.437735e+000            1.359728e-002            9.341599e-001   -8.193198e-009    5.375224e-010    1.026504e-005   -3.818423e-007    6.146729e-008   -1.061708e-007   -8.125000e+000    1.711875e+002  86
513883.003628263 20    5.184000e+005    5.184000e+005    8.891011e-005   -1.136868e-012    0.000000e+000    7.800000e+000            4.024949e-003            5.153660e+003            5.014852e-009           -1.932780e-001            1.324509e+000            2.130512e+000            9.428996e-001   -8.230700e-009   -4.314465e-010    9.836629e-006    7.059425e-007    6.705523e-008   -5.029142e-008    1.540625e+001    1.842813e+002  45
